symbol,name,trade,pricechange,changepercent,buy,sell,settlement,open,high,low,volume,amount,code,ticktime
sz300450,先导智能,46.350,-0.840,-1.780,46.350,46.360,47.190,47.320,47.660,46.270,25180616,1175956406,300450,15:35:15
sz300454,深信服,95.800,-2.200,-2.245,95.790,95.810,98.000,98.890,99.000,95.600,7471123,723360658,300454,15:35:15
sz300458,全志科技,32.630,-0.570,-1.717,32.630,32.640,33.200,33.350,33.500,32.620,9241550,304384552,300458,15:35:15
sz300474,景嘉微,55.050,-0.980,-1.749,55.040,55.050,56.030,56.230,56.520,54.990,5652720,313370737,300474,15:35:15
sz300487,蓝晓科技,65.590,-1.170,-1.753,65.590,65.650,66.760,66.670,66.970,65.430,1368050,90220690,300487,15:35:30
sz300496,中科创达,56.880,-0.710,-1.233,56.870,56.880,57.590,59.000,59.000,56.860,7726362,445334956,300496,15:35:30
sz300529,健帆生物,17.310,-0.490,-2.753,17.310,17.320,17.800,17.800,17.830,17.270,3220953,56208067,300529,15:35:15
sz300558,贝达药业,44.180,-1.550,-3.389,44.180,44.190,45.730,45.280,45.480,43.920,8267344,367839935,300558,15:35:15
sz300567,精测电子,117.000,-0.780,-0.662,117.000,117.030,117.780,118.700,120.000,114.330,8513178,1000301312,300567,15:35:30
sz300570,太辰光,112.510,0.490,0.437,112.510,112.520,112.020,115.000,116.550,112.120,21338256,2440596586,300570,15:35:15
sz300601,康泰生物,13.810,-0.420,-2.952,13.810,13.820,14.230,14.120,14.220,13.800,9444740,131601768,300601,15:35:45
sz300604,长川科技,115.000,-0.800,-0.691,115.000,115.010,115.800,117.120,117.500,114.700,10180248,1179998656,300604,15:35:30
sz300623,捷捷微电,26.410,-0.290,-1.086,26.410,26.420,26.700,26.860,26.970,26.410,6347450,169158870,300623,15:35:15
sz300627,华测导航,32.610,-0.320,-0.972,32.600,32.610,32.930,33.100,33.380,32.500,4867770,160280186,300627,15:35:15
sz300676,华大基因,39.110,-1.440,-3.551,39.110,39.120,40.550,40.420,40.430,39.000,4870434,192394444,300676,15:35:00
sz300677,英科医疗,59.860,1.900,3.278,59.850,59.860,57.960,58.990,61.040,58.010,19362129,1150543639,300677,15:35:15
sz300679,电连技术,33.770,-0.190,-0.559,33.760,33.770,33.960,34.120,34.140,33.700,4102733,138982967,300679,15:35:45
sz300699,光威复材,33.110,-0.840,-2.474,33.110,33.120,33.950,34.040,34.220,33.020,11241454,375112152,300699,15:35:45
sz300718,长盛轴承,68.390,-1.550,-2.216,68.390,68.400,69.940,70.300,70.350,68.390,2774611,190891462,300718,15:35:00
sz300724,捷佳伟创,103.420,-3.860,-3.598,103.410,103.420,107.280,107.800,108.000,103.390,13534331,1423586147,300724,15:35:30
sz300735,光弘科技,20.760,-0.100,-0.479,20.750,20.760,20.860,20.950,21.080,20.640,5861900,121819819,300735,15:35:45
sz300748,金力永磁,30.430,-0.200,-0.653,30.420,30.430,30.630,30.730,30.870,30.350,12946374,395781557,300748,15:35:30
sz300751,迈为股份,220.010,-9.410,-4.102,220.000,220.010,229.420,229.000,229.770,220.010,7408230,1651741999,300751,15:35:15
sz300757,罗博特科,434.000,43.500,11.140,434.000,434.050,390.500,408.000,452.800,406.900,12311884,5259989849,300757,15:35:30
sz300763,锦浪科技,88.340,-3.160,-3.454,88.340,88.350,91.500,91.470,91.480,87.850,16030331,1427835363,300763,15:35:00
sz300857,协创数据,208.000,-0.360,-0.173,208.000,208.030,208.360,211.000,217.350,207.000,7175861,1511166443,300857,15:35:45
sz300888,稳健医疗,32.540,-0.490,-1.483,32.540,32.580,33.030,33.000,33.160,32.380,2089780,68517479,300888,15:35:15
sz300919,中伟新材,47.700,-0.190,-0.397,47.690,47.700,47.890,48.110,49.100,47.400,8862850,426511699,300919,15:35:45
sz300957,贝泰妮,37.250,-0.950,-2.487,37.250,37.260,38.200,38.320,38.380,37.150,2832000,105988325,300957,15:35:15
sz300972,万辰集团,195.840,-3.790,-1.899,195.840,196.240,199.630,200.500,200.760,194.210,890300,174900571,300972,15:35:00
sz301200,大族数控,154.030,-3.020,-1.923,154.030,154.080,157.050,157.200,162.600,154.030,3507404,558623678,301200,15:35:45
sz301301,川宁生物,10.530,-0.430,-3.923,10.530,10.540,10.960,10.950,10.950,10.400,25806355,272818652,301301,15:35:15
sz301308,江波龙,285.570,-3.870,-1.337,285.560,285.570,289.440,291.500,294.680,285.080,8367670,2419068394,301308,15:35:45
sz301358,湖南裕能,68.580,-2.240,-3.163,68.580,68.600,70.820,70.820,71.240,68.020,17417371,1201215940,301358,15:35:00
sz301498,乖宝宠物,50.790,-1.150,-2.214,50.790,50.800,51.940,51.750,51.940,50.700,1992800,101856251,301498,15:35:30
sz301536,星宸科技,67.020,-0.950,-1.398,67.020,67.050,67.970,68.080,68.980,66.980,3423756,232881385,301536,15:35:00
sz301611,珂玛科技,89.540,-1.960,-2.142,89.540,89.550,91.500,91.880,93.600,88.910,5381512,485051407,301611,15:35:00
